,Churn
5797,1
5798,0
5799,0
5800,0
5801,1
5802,0
5803,1
5804,0
5805,0
5806,1
5807,0
5808,1
5809,0
5810,0
5811,0
5812,0
5813,0
5814,0
5815,0
5816,1
5817,1
5818,0
5819,0
5820,0
5821,0
5822,1
5823,1
5824,0
5825,0
5826,0
5827,0
5828,0
5829,0
5830,0
5831,0
5832,1
5833,0
5834,0
5835,0
5836,1
5837,0
5838,0
5839,0
5840,0
5841,1
5842,0
5843,1
5844,0
5845,0
5846,0
5847,0
5848,1
5849,0
5850,0
5851,1
5852,0
5853,0
5854,1
5855,0
5856,0
5857,0
5858,0
5859,0
5860,0
5861,1
5862,1
5863,1
5864,0
5865,1
5866,0
5867,1
5868,1
5869,0
5870,0
5871,1
5872,0
5873,0
5874,0
5875,1
5876,0
5877,0
5878,0
5879,1
5880,0
5881,0
5882,1
5883,0
5884,0
5885,1
5886,0
5887,0
5888,0
5889,0
5890,0
5891,1
5892,1
5893,0
5894,0
5895,0
5896,0
5897,1
5898,0
5899,1
5900,0
5901,0
5902,0
5903,1
5904,0
5905,0
5906,0
5907,0
5908,0
5909,0
5910,0
5911,0
5912,0
5913,0
5914,0
5915,0
5916,0
5917,0
5918,0
5919,0
5920,0
5921,0
5922,1
5923,1
5924,1
5925,1
5926,0
5927,0
5928,1
5929,0
5930,0
5931,0
5932,0
5933,1
5934,1
5935,1
5936,0
5937,1
5938,1
5939,0
5940,0
5941,0
5942,0
5943,0
5944,0
5945,0
5946,0
5947,1
5948,1
5949,0
5950,0
5951,0
5952,0
5953,0
5954,0
5955,0
5956,0
5957,1
5958,1
5959,1
5960,0
5961,0
5962,0
5963,1
5964,0
5965,0
5966,1
5967,0
5968,0
5969,0
5970,0
5971,0
5972,0
5973,0
5974,0
5975,1
5976,0
5977,0
5978,0
5979,0
5980,1
5981,0
5982,1
5983,1
5984,0
5985,1
5986,0
5987,0
5988,0
5989,0
5990,0
5991,0
5992,0
5993,1
5994,0
5995,0
5996,0
5997,0
5998,0
5999,0
6000,1
6001,0
6002,0
6003,1
6004,0
6005,0
6006,0
6007,1
6008,0
6009,0
6010,0
6011,0
6012,0
6013,0
6014,0
6015,1
6016,0
6017,0
6018,0
6019,1
6020,0
6021,1
6022,0
6023,1
6024,1
6025,0
6026,1
6027,0
6028,0
6029,1
6030,1
6031,1
6032,0
6033,0
6034,1
6035,0
6036,0
6037,0
6038,0
6039,1
6040,0
6041,0
6042,0
6043,0
6044,0
6045,1
6046,0
6047,0
6048,0
6049,0
6050,0
6051,0
6052,0
6053,0
6054,0
6055,1
6056,0
6057,1
6058,0
6059,1
6060,0
6061,0
6062,0
6063,0
6064,0
6065,1
6066,0
6067,0
6068,0
6069,0
6070,0
6071,1
6072,0
6073,1
6074,0
6075,0
6076,1
6077,0
6078,0
6079,1
6080,1
6081,0
6082,1
6083,0
6084,0
6085,0
6086,0
6087,0
6088,0
6089,0
6090,0
6091,1
6092,0
6093,0
6094,0
6095,0
6096,1
6097,1
6098,0
6099,0
6100,0
6101,0
6102,0
6103,0
6104,0
6105,0
6106,0
6107,0
6108,0
6109,0
6110,0
6111,0
6112,0
6113,0
6114,0
6115,0
6116,1
6117,1
6118,0
6119,0
6120,0
6121,0
6122,1
6123,0
6124,0
6125,0
6126,0
6127,0
6128,1
6129,0
6130,0
6131,0
6132,1
6133,1
6134,0
6135,0
6136,0
6137,1
6138,0
6139,0
6140,0
6141,0
6142,1
6143,1
6144,0
6145,0
6146,1
6147,0
6148,1
6149,0
6150,0
6151,0
6152,0
6153,0
6154,0
6155,0
6156,0
6157,1
6158,0
6159,1
6160,1
6161,0
6162,0
6163,1
6164,0
6165,1
6166,0
6167,1
6168,1
6169,0
6170,1
6171,0
6172,0
6173,0
6174,0
6175,0
6176,0
6177,1
6178,0
6179,0
6180,0
6181,1
6182,0
6183,0
6184,0
6185,0
6186,1
6187,0
6188,1
6189,0
6190,1
6191,0
6192,0
6193,1
6194,0
6195,0
6196,1
6197,0
6198,1
6199,0
6200,0
6201,0
6202,1
6203,0
6204,0
6205,0
6206,1
6207,0
6208,0
6209,0
6210,1
6211,0
6212,0
6213,0
6214,1
6215,0
6216,0
6217,0
6218,1
6219,0
6220,0
6221,0
6222,1
6223,1
6224,0
6225,0
6226,1
6227,0
6228,1
6229,0
6230,0
6231,1
6232,1
6233,0
6234,0
6235,0
6236,0
6237,0
6238,0
6239,0
6240,0
6241,0
6242,0
6243,0
6244,0
6245,0
6246,0
6247,1
6248,1
6249,0
6250,0
6251,0
6252,0
6253,0
6254,0
6255,0
6256,0
6257,1
6258,1
6259,0
6260,0
6261,0
6262,0
6263,0
6264,1
6265,0
6266,0
6267,0
6268,1
6269,0
6270,0
6271,0
6272,0
6273,0
6274,1
6275,0
6276,0
6277,0
6278,1
6279,0
6280,1
6281,1
6282,0
6283,0
6284,0
6285,1
6286,0
6287,0
6288,0
6289,0
6290,0
6291,0
6292,0
6293,1
6294,0
6295,1
6296,1
6297,0
6298,0
6299,0
6300,0
6301,0
6302,0
6303,1
6304,1
6305,0
6306,0
6307,0
6308,1
6309,0
6310,0
6311,0
6312,1
6313,1
6314,0
6315,0
6316,1
6317,0
6318,0
6319,0
6320,0
6321,0
6322,0
6323,0
6324,1
6325,0
6326,0
6327,0
6328,0
6329,0
6330,1
6331,0
6332,1
6333,0
6334,0
6335,1
6336,0
6337,1
6338,0
6339,0
6340,0
6341,0
6342,1
6343,0
6344,0
6345,0
6346,0
6347,0
6348,1
6349,0
6350,0
6351,1
6352,0
6353,0
6354,0
6355,0
6356,1
6357,0
6358,0
6359,1
6360,0
6361,1
6362,0
6363,0
6364,0
6365,0
6366,1
6367,0
6368,1
6369,1
6370,1
6371,0
6372,0
6373,0
6374,0
6375,0
6376,1
6377,0
6378,0
6379,1
6380,0
6381,0
6382,0
6383,0
6384,0
6385,0
6386,1
6387,0
6388,0
6389,1
6390,0
6391,0
6392,1
6393,0
6394,0
6395,0
6396,0
6397,0
6398,0
6399,1
6400,0
6401,0
6402,0
6403,0
6404,1
6405,0
6406,0
6407,0
6408,1
6409,0
6410,0
6411,0
6412,0
6413,0
6414,0
6415,1
6416,0
6417,0
6418,0
6419,1
6420,0
6421,0
6422,0
6423,0
6424,0
6425,1
6426,0
6427,0
6428,0
6429,1
6430,0
6431,0
6432,0
6433,0
6434,0
6435,1
6436,0
6437,0
6438,0
6439,1
6440,0
6441,0
6442,0
6443,0
6444,1
6445,0
6446,0
6447,0
6448,0
6449,0
6450,0
6451,1
6452,0
6453,1
6454,0
6455,0
6456,0
6457,0
6458,0
6459,0
6460,0
6461,0
6462,0
6463,0
6464,1
6465,0
6466,0
6467,0
6468,0
6469,0
6470,1
6471,0
6472,0
6473,1
6474,0
6475,0
6476,0
6477,1
6478,0
6479,1
6480,1
6481,0
6482,1
6483,0
6484,0
6485,0
6486,1
6487,1
6488,0
6489,1
6490,0
6491,0
6492,0
6493,0
6494,0
6495,1
6496,0
6497,1
6498,1
6499,1
6500,1
6501,0
6502,0
6503,0
6504,0
6505,0
6506,1
6507,1
6508,0
6509,1
6510,0
6511,1
6512,0
6513,0
6514,0
6515,1
6516,0
6517,1
6518,1
6519,0
6520,1
6521,0
6522,0
6523,0
6524,0
6525,0
6526,1
6527,0
6528,1
6529,1
6530,0
6531,0
6532,0
6533,1
6534,0
6535,1
6536,1
6537,0
6538,0
6539,0
6540,1
6541,1
6542,0
6543,1
6544,0
6545,1
6546,0
6547,0
6548,0
6549,1
6550,0
6551,0
6552,0
6553,1
6554,1
6555,0
6556,0
6557,0
6558,0
6559,0
6560,0
6561,0
6562,0
6563,0
6564,0
6565,0
6566,0
6567,0
6568,0
6569,0
6570,0
6571,0
6572,0
6573,0
6574,0
6575,0
6576,0
6577,0
6578,0
6579,0
6580,0
6581,1
6582,1
6583,0
6584,1
6585,0
6586,0
6587,0
6588,1
6589,0
6590,1
6591,1
6592,0
6593,0
6594,0
6595,0
6596,1
6597,1
6598,1
6599,1
6600,1
6601,0
6602,0
6603,1
6604,0
6605,0
6606,0
6607,1
6608,0
6609,0
6610,0
6611,1
6612,0
6613,1
6614,1
6615,0
6616,1
6617,1
6618,0
6619,0
6620,0
6621,0
6622,0
6623,1
6624,1
6625,1
6626,0
6627,0
6628,0
6629,0
6630,0
6631,0
6632,1
6633,0
6634,0
6635,0
6636,0
6637,0
6638,0
6639,0
6640,0
6641,0
6642,0
6643,0
6644,0
6645,1
6646,0
6647,0
6648,0
6649,1
6650,0
6651,1
6652,0
6653,0
6654,0
6655,0
6656,0
6657,0
6658,1
6659,0
6660,0
6661,0
6662,0
6663,0
6664,0
6665,0
6666,0
6667,0
6668,0
6669,0
6670,1
6671,1
6672,0
6673,0
6674,0
6675,0
6676,0
6677,1
6678,0
6679,0
6680,0
6681,0
6682,0
6683,0
6684,0
6685,0
6686,0
6687,0
6688,0
6689,0
6690,0
6691,0
6692,0
6693,1
6694,0
6695,0
6696,0
6697,0
6698,1
6699,0
6700,0
6701,0
6702,0
6703,0
6704,0
6705,0
6706,1
6707,1
6708,1
6709,0
6710,0
6711,0
6712,0
6713,0
6714,1
6715,0
6716,1
6717,0
6718,0
6719,0
6720,0
6721,0
6722,0
6723,0
6724,1
6725,0
6726,0
6727,0
6728,0
6729,0
6730,1
6731,1
6732,0
6733,0
6734,0
6735,1
6736,1
6737,0
6738,1
6739,0
6740,0
6741,0
6742,0
6743,0
6744,0
6745,0
6746,1
6747,0
6748,0
6749,1
6750,0
6751,1
6752,0
6753,1
6754,0
6755,0
6756,0
6757,0
6758,0
6759,0
6760,0
6761,1
6762,1
6763,0
6764,0
6765,0
6766,0
6767,0
6768,0
6769,0
6770,1
6771,0
6772,0
6773,0
6774,1
6775,1
6776,0
6777,0
6778,1
6779,0
6780,1
6781,1
6782,0
6783,0
6784,0
6785,1
6786,0
6787,0
6788,0
6789,1
6790,0
6791,0
6792,0
6793,0
6794,0
6795,0
6796,0
6797,0
6798,1
6799,1
6800,1
6801,0
6802,1
6803,0
6804,0
6805,1
6806,0
6807,0
6808,1
6809,0
6810,1
6811,1
6812,0
6813,1
6814,0
6815,0
6816,0
6817,0
6818,0
6819,0
6820,1
6821,0
6822,0
6823,0
6824,0
6825,1
6826,0
6827,1
6828,1
6829,0
6830,0
6831,0
6832,1
6833,0
6834,0
6835,1
6836,0
6837,0
6838,0
6839,0
6840,0
6841,0
6842,1
6843,0
6844,0
6845,0
6846,0
6847,1
6848,0
6849,1
6850,1
6851,1
6852,0
6853,1
6854,0
6855,1
6856,0
6857,1
6858,1
6859,0
6860,0
6861,0
6862,0
6863,0
6864,0
6865,0
6866,1
6867,1
6868,0
6869,0
6870,0
6871,0
6872,0
6873,1
6874,1
6875,1
6876,0
6877,0
6878,0
6879,0
6880,0
6881,0
6882,1
6883,1
6884,0
6885,1
6886,0
6887,0
6888,1
6889,0
6890,0
6891,0
6892,0
6893,0
6894,0
6895,0
6896,1
6897,1
6898,0
6899,0
6900,0
6901,0
6902,0
6903,1
6904,0
6905,0
6906,0
6907,1
6908,0
6909,0
6910,0
6911,0
6912,0
6913,1
6914,0
6915,1
6916,0
6917,0
6918,0
6919,1
6920,0
6921,0
6922,1
6923,0
6924,0
6925,1
6926,0
6927,0
6928,0
6929,0
6930,0
6931,0
6932,1
6933,0
6934,1
6935,0
6936,0
6937,0
6938,0
6939,0
6940,0
6941,1
6942,1
6943,0
6944,0
6945,0
6946,0
6947,0
6948,0
6949,0
6950,1
6951,1
6952,0
6953,0
6954,0
6955,0
6956,1
6957,1
6958,1
6959,1
6960,1
6961,1
6962,0
6963,0
6964,0
6965,0
6966,0
6967,0
6968,0
6969,1
6970,0
6971,0
6972,0
6973,0
6974,0
6975,1
6976,0
6977,0
6978,0
6979,0
6980,1
6981,0
6982,1
6983,0
6984,0
6985,1
6986,0
6987,0
6988,1
6989,0
6990,1
6991,0
6992,0
6993,0
6994,0
6995,1
6996,0
6997,1
6998,1
6999,1
7000,1
7001,0
7002,0
7003,0
7004,0
7005,0
7006,0
7007,1
7008,0
7009,0
7010,1
7011,0
7012,0
7013,0
7014,0
7015,1
7016,0
7017,0
7018,0
7019,0
7020,0
7021,1
7022,0
7023,1
7024,0
7025,0
7026,0
7027,0
7028,0
7029,0
7030,1
7031,0
7032,1
7033,1
7034,1
7035,1
7036,1
7037,1
7038,1
7039,1
7040,1
7041,1
7042,1
7043,1
7044,1
7045,1
7046,1
7047,1
7048,1
7049,1
7050,1
7051,1
7052,1
7053,1
7054,1
7055,1
7056,1
7057,1
7058,1
7059,1
7060,1
7061,1
7062,1
7063,1
7064,1
7065,1
7066,1
7067,1
7068,1
7069,1
7070,1
7071,1
7072,1
7073,1
7074,1
7075,1
7076,1
7077,1
7078,1
7079,1
7080,1
7081,1
7082,1
7083,1
7084,1
7085,1
7086,1
7087,1
7088,1
7089,1
7090,1
7091,1
7092,1
7093,1
7094,1
7095,1
7096,1
7097,1
7098,1
7099,1
7100,1
7101,1
7102,1
7103,1
7104,1
7105,1
7106,1
7107,1
7108,1
7109,1
7110,1
7111,1
7112,1
7113,1
7114,1
7115,1
7116,1
7117,1
7118,1
7119,1
7120,1
7121,1
7122,1
7123,1
7124,1
7125,1
7126,1
7127,1
7128,1
7129,1
7130,1
7131,1
7132,1
7133,1
7134,1
7135,1
7136,1
7137,1
7138,1
7139,1
7140,1
7141,1
7142,1
7143,1
7144,1
7145,1
7146,1
7147,1
7148,1
7149,1
7150,1
7151,1
7152,1
7153,1
7154,1
7155,1
7156,1
7157,1
7158,1
7159,1
7160,1
7161,1
7162,1
7163,1
7164,1
7165,1
7166,1
7167,1
7168,1
7169,1
7170,1
7171,1
7172,1
7173,1
7174,1
7175,1
7176,1
7177,1
7178,1
7179,1
7180,1
7181,1
7182,1
7183,1
7184,1
7185,1
7186,1
7187,1
7188,1
7189,1
7190,1
7191,1
7192,1
7193,1
7194,1
7195,1
7196,1
7197,1
7198,1
7199,1
7200,1
7201,1
7202,1
7203,1
7204,1
7205,1
7206,1
7207,1
7208,1
7209,1
7210,1
7211,1
7212,1
7213,1
7214,1
7215,1
7216,1
7217,1
7218,1
7219,1
7220,1
7221,1
7222,1
7223,1
7224,1
7225,1
7226,1
7227,1
7228,1
7229,1
7230,1
7231,1
7232,1
7233,1
7234,1
7235,1
7236,1
7237,1
7238,1
7239,1
7240,1
7241,1
7242,1
7243,1
7244,1
7245,1
7246,1
7247,1
7248,1
7249,1
7250,1
7251,1
7252,1
7253,1
7254,1
7255,1
7256,1
7257,1
7258,1
7259,1
7260,1
7261,1
7262,1
7263,1
7264,1
7265,1
7266,1
7267,1
7268,1
7269,1
7270,1
7271,1
7272,1
7273,1
7274,1
7275,1
7276,1
7277,1
7278,1
7279,1
7280,1
7281,1
7282,1
7283,1
7284,1
7285,1
7286,1
7287,1
7288,1
7289,1
7290,1
7291,1
7292,1
7293,1
7294,1
7295,1
7296,1
7297,1
7298,1
7299,1
7300,1
7301,1
7302,1
7303,1
7304,1
7305,1
7306,1
7307,1
7308,1
7309,1
7310,1
7311,1
7312,1
7313,1
7314,1
7315,1
7316,1
7317,1
7318,1
7319,1
7320,1
7321,1
7322,1
7323,1
7324,1
7325,1
7326,1
7327,1
7328,1
7329,1
7330,1
7331,1
7332,1
7333,1
7334,1
7335,1
7336,1
7337,1
7338,1
7339,1
7340,1
7341,1
7342,1
7343,1
7344,1
7345,1
7346,1
7347,1
7348,1
7349,1
7350,1
7351,1
7352,1
7353,1
7354,1
7355,1
7356,1
7357,1
7358,1
7359,1
7360,1
7361,1
7362,1
7363,1
7364,1
7365,1
7366,1
7367,1
7368,1
7369,1
7370,1
7371,1
7372,1
7373,1
7374,1
7375,1
7376,1
7377,1
7378,1
7379,1
7380,1
7381,1
7382,1
7383,1
7384,1
7385,1
7386,1
7387,1
7388,1
7389,1
7390,1
7391,1
7392,1
7393,1
7394,1
7395,1
7396,1
7397,1
7398,1
7399,1
7400,1
7401,1
7402,1
7403,1
7404,1
7405,1
7406,1
7407,1
7408,1
7409,1
7410,1
7411,1
7412,1
7413,1
7414,1
7415,1
7416,1
7417,1
7418,1
7419,1
7420,1
7421,1
7422,1
7423,1
7424,1
7425,1
7426,1
7427,1
7428,1
7429,1
7430,1
7431,1
7432,1
7433,1
7434,1
7435,1
7436,1
7437,1
7438,1
7439,1
7440,1
7441,1
7442,1
7443,1
7444,1
7445,1
7446,1
7447,1
7448,1
7449,1
7450,1
7451,1
7452,1
7453,1
7454,1
7455,1
7456,1
7457,1
7458,1
7459,1
7460,1
7461,1
7462,1
7463,1
7464,1
7465,1
7466,1
7467,1
7468,1
7469,1
7470,1
7471,1
7472,1
7473,1
7474,1
7475,1
7476,1
7477,1
7478,1
7479,1
7480,1
7481,1
7482,1
7483,1
7484,1
7485,1
7486,1
7487,1
7488,1
7489,1
7490,1
7491,1
7492,1
7493,1
7494,1
7495,1
7496,1
7497,1
7498,1
7499,1
7500,1
7501,1
7502,1
7503,1
7504,1
7505,1
7506,1
7507,1
7508,1
7509,1
7510,1
7511,1
7512,1
7513,1
7514,1
7515,1
7516,1
7517,1
7518,1
7519,1
7520,1
7521,1
7522,1
7523,1
7524,1
7525,1
7526,1
7527,1
7528,1
7529,1
7530,1
7531,1
7532,1
7533,1
7534,1
7535,1
7536,1
7537,1
7538,1
7539,1
7540,1
7541,1
7542,1
7543,1
7544,1
7545,1
7546,1
7547,1
7548,1
7549,1
7550,1
7551,1
7552,1
7553,1
7554,1
7555,1
7556,1
7557,1
7558,1
7559,1
7560,1
7561,1
7562,1
7563,1
7564,1
7565,1
7566,1
7567,1
7568,1
7569,1
7570,1
7571,1
7572,1
7573,1
7574,1
7575,1
7576,1
7577,1
7578,1
7579,1
7580,1
7581,1
7582,1
7583,1
7584,1
7585,1
7586,1
7587,1
7588,1
7589,1
7590,1
7591,1
7592,1
7593,1
7594,1
7595,1
7596,1
7597,1
7598,1
7599,1
7600,1
7601,1
7602,1
7603,1
7604,1
7605,1
7606,1
7607,1
7608,1
7609,1
7610,1
7611,1
7612,1
7613,1
7614,1
7615,1
7616,1
7617,1
7618,1
7619,1
7620,1
7621,1
7622,1
7623,1
7624,1
7625,1
7626,1
7627,1
7628,1
7629,1
7630,1
7631,1
7632,1
7633,1
7634,1
7635,1
7636,1
7637,1
7638,1
7639,1
7640,1
7641,1
7642,1
7643,1
7644,1
7645,1
7646,1
7647,1
7648,1
7649,1
7650,1
7651,1
7652,1
7653,1
7654,1
7655,1
7656,1
7657,1
7658,1
7659,1
7660,1
7661,1
7662,1
7663,1
7664,1
7665,1
7666,1
7667,1
7668,1
7669,1
7670,1
7671,1
7672,1
7673,1
7674,1
7675,1
7676,1
7677,1
7678,1
7679,1
7680,1
7681,1
7682,1
7683,1
7684,1
7685,1
7686,1
7687,1
7688,1
7689,1
7690,1
7691,1
7692,1
7693,1
7694,1
7695,1
7696,1
7697,1
7698,1
7699,1
7700,1
7701,1
7702,1
7703,1
7704,1
7705,1
7706,1
7707,1
7708,1
7709,1
7710,1
7711,1
7712,1
7713,1
7714,1
7715,1
7716,1
7717,1
7718,1
7719,1
7720,1
7721,1
7722,1
7723,1
7724,1
7725,1
7726,1
7727,1
7728,1
7729,1
7730,1
7731,1
7732,1
7733,1
7734,1
7735,1
7736,1
7737,1
7738,1
7739,1
7740,1
7741,1
7742,1
7743,1
7744,1
7745,1
7746,1
7747,1
7748,1
7749,1
7750,1
7751,1
7752,1
7753,1
7754,1
7755,1
7756,1
7757,1
7758,1
7759,1
7760,1
7761,1
7762,1
7763,1
7764,1
7765,1
7766,1
7767,1
7768,1
7769,1
7770,1
7771,1
7772,1
7773,1
7774,1
7775,1
7776,1
7777,1
7778,1
7779,1
7780,1
7781,1
7782,1
7783,1
7784,1
7785,1
7786,1
7787,1
7788,1
7789,1
7790,1
7791,1
7792,1
7793,1
7794,1
7795,1
7796,1
7797,1
7798,1
7799,1
7800,1
7801,1
7802,1
7803,1
7804,1
7805,1
7806,1
7807,1
7808,1
7809,1
7810,1
7811,1
7812,1
7813,1
7814,1
7815,1
7816,1
7817,1
7818,1
7819,1
7820,1
7821,1
7822,1
7823,1
7824,1
7825,1
7826,1
7827,1
7828,1
7829,1
7830,1
7831,1
7832,1
7833,1
7834,1
7835,1
7836,1
7837,1
7838,1
7839,1
7840,1
7841,1
7842,1
7843,1
7844,1
7845,1
7846,1
7847,1
7848,1
7849,1
7850,1
7851,1
7852,1
7853,1
7854,1
7855,1
7856,1
7857,1
7858,1
7859,1
7860,1
7861,1
7862,1
7863,1
7864,1
7865,1
7866,1
7867,1
7868,1
7869,1
7870,1
7871,1
7872,1
7873,1
7874,1
7875,1
7876,1
7877,1
7878,1
7879,1
7880,1
7881,1
7882,1
7883,1
7884,1
7885,1
7886,1
7887,1
7888,1
7889,1
7890,1
7891,1
7892,1
7893,1
7894,1
7895,1
7896,1
7897,1
7898,1
7899,1
7900,1
7901,1
7902,1
7903,1
7904,1
7905,1
7906,1
7907,1
7908,1
7909,1
7910,1
7911,1
7912,1
7913,1
7914,1
7915,1
7916,1
7917,1
7918,1
7919,1
7920,1
7921,1
7922,1
7923,1
7924,1
7925,1
7926,1
7927,1
7928,1
7929,1
7930,1
7931,1
7932,1
7933,1
7934,1
7935,1
7936,1
7937,1
7938,1
7939,1
7940,1
7941,1
7942,1
7943,1
7944,1
7945,1
7946,1
7947,1
7948,1
7949,1
7950,1
7951,1
7952,1
7953,1
7954,1
7955,1
7956,1
7957,1
7958,1
7959,1
7960,1
7961,1
7962,1
7963,1
7964,1
7965,1
7966,1
7967,1
7968,1
7969,1
7970,1
7971,1
7972,1
7973,1
7974,1
7975,1
7976,1
7977,1
7978,1
7979,1
7980,1
7981,1
7982,1
7983,1
7984,1
7985,1
7986,1
7987,1
7988,1
7989,1
7990,1
7991,1
7992,1
7993,1
7994,1
7995,1
7996,1
7997,1
7998,1
7999,1
8000,1
8001,1
8002,1
8003,1
8004,1
8005,1
8006,1
8007,1
8008,1
8009,1
8010,1
8011,1
8012,1
8013,1
8014,1
8015,1
8016,1
8017,1
8018,1
8019,1
8020,1
8021,1
8022,1
8023,1
8024,1
8025,1
8026,1
8027,1
8028,1
8029,1
8030,1
8031,1
8032,1
8033,1
8034,1
8035,1
8036,1
8037,1
8038,1
8039,1
8040,1
8041,1
8042,1
8043,1
8044,1
8045,1
8046,1
8047,1
8048,1
8049,1
8050,1
8051,1
8052,1
8053,1
8054,1
8055,1
8056,1
8057,1
8058,1
8059,1
8060,1
8061,1
8062,1
8063,1
8064,1
8065,1
8066,1
8067,1
8068,1
8069,1
8070,1
8071,1
8072,1
8073,1
8074,1
8075,1
8076,1
8077,1
8078,1
8079,1
8080,1
8081,1
8082,1
8083,1
8084,1
8085,1
8086,1
8087,1
8088,1
8089,1
8090,1
8091,1
8092,1
8093,1
8094,1
8095,1
8096,1
8097,1
8098,1
8099,1
8100,1
8101,1
8102,1
8103,1
8104,1
8105,1
8106,1
8107,1
8108,1
8109,1
8110,1
8111,1
8112,1
8113,1
8114,1
8115,1
8116,1
8117,1
8118,1
8119,1
8120,1
8121,1
8122,1
8123,1
8124,1
8125,1
8126,1
8127,1
8128,1
8129,1
8130,1
8131,1
8132,1
8133,1
8134,1
8135,1
8136,1
8137,1
8138,1
8139,1
8140,1
8141,1
8142,1
8143,1
8144,1
8145,1
8146,1
8147,1
8148,1
8149,1
8150,1
8151,1
8152,1
8153,1
8154,1
8155,1
8156,1
8157,1
8158,1
8159,1
8160,1
8161,1
8162,1
8163,1
8164,1
8165,1
8166,1
8167,1
8168,1
8169,1
8170,1
8171,1
8172,1
8173,1
8174,1
8175,1
8176,1
8177,1
8178,1
8179,1
8180,1
8181,1
8182,1
8183,1
8184,1
8185,1
8186,1
8187,1
8188,1
8189,1
8190,1
8191,1
8192,1
8193,1
8194,1
8195,1
8196,1
8197,1
8198,1
8199,1
8200,1
8201,1
8202,1
8203,1
8204,1
8205,1
8206,1
8207,1
8208,1
8209,1
8210,1
8211,1
8212,1
8213,1
8214,1
8215,1
8216,1
8217,1
8218,1
8219,1
8220,1
8221,1
8222,1
8223,1
8224,1
8225,1
8226,1
8227,1
8228,1
8229,1
8230,1
8231,1
8232,1
8233,1
8234,1
8235,1
8236,1
8237,1
8238,1
8239,1
8240,1
8241,1
8242,1
8243,1
8244,1
8245,1
8246,1
8247,1
8248,1
8249,1
8250,1
8251,1
8252,1
8253,1
8254,1
8255,1
8256,1
8257,1
8258,1
8259,1
8260,1
8261,1
8262,1
8263,1
8264,1
8265,1
8266,1
8267,1
8268,1
8269,1
8270,1
8271,1
8272,1
8273,1
8274,1
8275,1
8276,1
8277,1
8278,1
8279,1
8280,1
8281,1
8282,1
8283,1
8284,1
8285,1
8286,1
8287,1
8288,1
8289,1
8290,1
8291,1
8292,1
8293,1
8294,1
8295,1
8296,1
8297,1
8298,1
8299,1
8300,1
8301,1
8302,1
8303,1
8304,1
8305,1
8306,1
8307,1
8308,1
8309,1
8310,1
8311,1
8312,1
8313,1
8314,1
8315,1
8316,1
8317,1
8318,1
8319,1
8320,1
8321,1
8322,1
8323,1
8324,1
8325,1
8326,1
8327,1
8328,1
8329,1
8330,1
8331,1
8332,1
8333,1
8334,1
8335,1
8336,1
8337,1
8338,1
8339,1
8340,1
8341,1
8342,1
8343,1
8344,1
8345,1
8346,1
8347,1
8348,1
8349,1
8350,1
8351,1
8352,1
8353,1
8354,1
8355,1
8356,1
8357,1
8358,1
8359,1
8360,1
8361,1
8362,1
8363,1
8364,1
8365,1
8366,1
8367,1
8368,1
8369,1
8370,1
8371,1
8372,1
8373,1
8374,1
8375,1
8376,1
8377,1
8378,1
8379,1
8380,1
8381,1
8382,1
8383,1
8384,1
8385,1
8386,1
8387,1
8388,1
8389,1
8390,1
8391,1
8392,1
8393,1
8394,1
8395,1
8396,1
8397,1
8398,1
8399,1
8400,1
8401,1
8402,1
8403,1
8404,1
8405,1
8406,1
8407,1
8408,1
8409,1
8410,1
8411,1
8412,1
8413,1
8414,1
8415,1
8416,1
8417,1
8418,1
8419,1
8420,1
8421,1
8422,1
8423,1
8424,1
8425,1
8426,1
8427,1
8428,1
8429,1
8430,1
8431,1
8432,1
8433,1
8434,1
8435,1
8436,1
8437,1
8438,1
8439,1
8440,1
8441,1
8442,1
8443,1
8444,1
8445,1
8446,1
8447,1
8448,1
8449,1
8450,1
8451,1
8452,1
8453,1
8454,1
8455,1
8456,1
8457,1
8458,1
8459,1
8460,1
8461,1
8462,1
8463,1
8464,1
8465,1
8466,1
8467,1
8468,1
8469,1
8470,1
8471,1
8472,1
8473,1
8474,1
8475,1
8476,1
8477,1
8478,1
8479,1
8480,1
8481,1
8482,1
8483,1
8484,1
8485,1
8486,1
8487,1
8488,1
8489,1
8490,1
8491,1
8492,1
8493,1
8494,1
8495,1
8496,1
8497,1
8498,1
8499,1
8500,1
8501,1
8502,1
8503,1
8504,1
8505,1
8506,1
8507,1
8508,1
8509,1
8510,1
8511,1
8512,1
8513,1
8514,1
8515,1
8516,1
8517,1
8518,1
8519,1
8520,1
8521,1
8522,1
8523,1
8524,1
8525,1
8526,1
8527,1
8528,1
8529,1
8530,1
8531,1
8532,1
8533,1
8534,1
8535,1
8536,1
8537,1
8538,1
8539,1
8540,1
8541,1
8542,1
8543,1
8544,1
8545,1
8546,1
8547,1
8548,1
8549,1
8550,1
8551,1
8552,1
8553,1
8554,1
8555,1
8556,1
8557,1
8558,1
8559,1
8560,1
8561,1
8562,1
8563,1
8564,1
8565,1
8566,1
8567,1
8568,1
8569,1
8570,1
8571,1
8572,1
8573,1
8574,1
8575,1
8576,1
8577,1
8578,1
8579,1
8580,1
8581,1
8582,1
8583,1
8584,1
8585,1
8586,1
8587,1
8588,1
8589,1
8590,1
8591,1
8592,1
8593,1
8594,1
8595,1
